image_id,prompt,caption,canonical_objects
227187,<CAPTION>,A group of birds sitting on a tray of bananas.,"bird,banana"
450686,<CAPTION>,A person holding a smart phone in their hand.,"person,cell phone"
121031,<CAPTION>,A group of men riding horses across a river.,"person,horse"
203389,<CAPTION>,A group of men riding motorcycles on a river.,"person,motorcycle"
293625,<CAPTION>,Two women sitting on a couch playing a video game.,"person,couch"
366178,<CAPTION>,A fire hydrant in the snow next to a road.,fire hydrant
9914,<CAPTION>,"A plate with a sandwich, french fries and ketchup.",sandwich
226984,<CAPTION>,A kitchen with a white stove top oven next to a refrigerator.,"oven,refrigerator"
551794,<CAPTION>,A man on a motorcycle on a country road.,"person,motorcycle"
538458,<CAPTION>,A man flying through the air while riding a skateboard.,"person,skateboard"
563653,<CAPTION>,A city street with cars parked on the side of it.,car
270908,<CAPTION>,A man laying on a tennis court with a tennis racket.,"person,tennis racket"
286907,<CAPTION>,A blue toilet sitting in a bathroom next to a trash can.,toilet
376900,<CAPTION>,A tennis player is getting ready to serve the ball.,
376284,<CAPTION>,A fire hydrant on the side of the road.,fire hydrant
555705,<CAPTION>,Two cats sitting next to a pair of white tennis shoes.,cat
129054,<CAPTION>,A herd of zebra standing on top of a lush green field.,zebra
259625,<CAPTION>,An elephant in a fenced in area next to a fallen tree.,elephant
382009,<CAPTION>,A man in yellow shirt and shorts playing a game of tennis.,person
478286,<CAPTION>,A train traveling over a bridge under a cloudy sky.,train
89880,<CAPTION>,Two dogs are playing with each other on the grass.,dog
199236,<CAPTION>,A man in armor riding a horse through a fence.,"person,horse"
128598,<CAPTION>,A pile of oranges and apples sitting next to each other.,"orange,apple"
508370,<CAPTION>,Two men standing next to a bicycle on a sidewalk.,"person,bicycle"
396580,<CAPTION>,A boat floating on top of a lake next to a house.,boat
106881,<CAPTION>,A bird perched on a tree branch in a forest.,bird
255965,<CAPTION>,A cat sitting on the ground next to a brick wall.,cat
463802,<CAPTION>,A teddy bear sitting in front of a picture of a tennis player.,teddy bear
442009,<CAPTION>,"A bathroom with a tub, sink, and large windows.",sink
535608,<CAPTION>,A group of people laying on top of a sandy beach.,person
338325,<CAPTION>,A large passenger jet flying through a cloudy sky.,airplane
196843,<CAPTION>,A bus parked on the side of the road with a bicycle next to it.,"bus,bicycle"
434479,<CAPTION>,A couple of small figurines standing next to a slice of pizza.,pizza
551804,<CAPTION>,A woman holding a tennis racquet on a tennis court.,"person,tennis racket"
544519,<CAPTION>,A young girl brushing her teeth with a blue toothbrush.,"person,toothbrush"
185890,<CAPTION>,Two women are playing a video game together.,person
489339,<CAPTION>,A woman carrying a surfboard on a beach.,"person,surfboard"
186632,<CAPTION>,A bathroom with two sinks and a television.,"sink,tv"
161875,<CAPTION>,A woman standing in a field next to a tree.,person
89078,<CAPTION>,A woman in a purple jacket snowboarding down a hill.,person
130465,<CAPTION>,A black and white photo of a clock tower.,clock
262938,<CAPTION>,Two stuffed animals sitting on top of an open book.,book
10995,<CAPTION>,A bed sitting in a bedroom next to a window.,bed
466835,<CAPTION>,A large bunch of bananas hanging from a banana tree.,banana
166277,<CAPTION>,A cat drinking water out of a glass on a table.,cat
289393,<CAPTION>,A group of toy animals standing next to each other.,
27768,<CAPTION>,A red and white bus driving down a street.,bus
231527,<CAPTION>,Two small jars of orange juice on a table.,orange
554735,<CAPTION>,A person holding a slice of pizza in a box.,"person,pizza"
356125,<CAPTION>,A man standing next to an elephant in a pen.,"person,elephant"
238866,<CAPTION>,A bunch of glazed donuts are cooling on a rack.,donut
434230,<CAPTION>,A store filled with lots of vases and plates.,vase
45090,<CAPTION>,A couple of people riding surfboards on top of a wave.,"person,surfboard"
205401,<CAPTION>,A small plane sitting on top of a lake next to a boat.,"airplane,boat"
350054,<CAPTION>,A cat sitting on top of a TV stand in a living room.,"cat,tv"
167128,<CAPTION>,Two adult elephants and a baby elephant standing in the grass.,elephant
464358,<CAPTION>,"A bedroom with a bed, chair and television.","bed,chair,tv"
449432,<CAPTION>,A group of men in uniform standing in front of a blue bus.,"person,bus"
102805,<CAPTION>,A man in a hat holding a frisbee in a parking lot.,"person,frisbee"
53994,<CAPTION>,A red and blue parking meter on a sidewalk.,parking meter
107094,<CAPTION>,A man standing on top of a snow covered slope.,person
565962,<CAPTION>,A cat looking out a window at a small statue.,cat
498747,<CAPTION>,A man sitting at a table talking on a cell phone.,"person,cell phone"
175387,<CAPTION>,A white toilet sitting in a bathroom stall.,toilet
97585,<CAPTION>,A wall with a bunch of glass vases hanging on it.,vase
153343,<CAPTION>,Two large teddy bears sitting in front of a building.,teddy bear
553776,<CAPTION>,A man riding a yellow motorcycle down a street.,"person,motorcycle"
298738,<CAPTION>,A panda bear is sitting in the grass.,bear
372349,<CAPTION>,A man and a woman are in the water.,person
147518,<CAPTION>,"A bathroom with a toilet, sink, and bathtub.","toilet,sink"
358525,<CAPTION>,A young boy laying on a bed using a laptop computer.,"person,bed,laptop"
178469,<CAPTION>,A laptop computer sitting on top of a desk.,laptop
476258,<CAPTION>,A man riding a skateboard with a helmet on.,"person,skateboard"
498286,<CAPTION>,A close up of a dog with a car in the background.,"dog,car"
52017,<CAPTION>,A small yellow airplane flying through a gray sky.,airplane
574315,<CAPTION>,A cat sitting on top of a laptop computer.,"cat,laptop"
22935,<CAPTION>,A girl in a blue uniform kicking a soccer ball.,"person,sports ball"
145665,<CAPTION>,A man laying on the ground in a parking lot.,person
463283,<CAPTION>,A glass of orange juice with a slice of orange on the rim.,orange
221291,<CAPTION>,A young boy standing in a field with a kite in the sky.,"person,kite"
394275,<CAPTION>,A green bus driving down a street next to a forest.,bus
455872,<CAPTION>,A black and white photo of a boat dock.,boat
526197,<CAPTION>,A display case filled with donuts and pastries.,donut
52462,<CAPTION>,Two zebras standing in a field of tall grass.,zebra
52413,<CAPTION>,A person holding a pink cell phone in their hand.,"person,cell phone"
393115,<CAPTION>,A person riding a skateboard up the side of a ramp.,"person,skateboard"
130386,<CAPTION>,A large sign on the side of a street.,
263068,<CAPTION>,A man riding a skateboard up the side of a ramp.,"person,skateboard"
99039,<CAPTION>,A table topped with two pizzas and two glasses of wine.,pizza
148662,<CAPTION>,A man holding a hot dog in his hand.,"person,hot dog"
528524,<CAPTION>,Two sheep walking down a path in the woods.,sheep
48504,<CAPTION>,A couple of elephants standing next to each other in a circus ring.,elephant
398438,<CAPTION>,A bride and groom cutting their wedding cake.,cake
211825,<CAPTION>,A man blowing out candles on a chocolate cake.,"person,cake"
284282,<CAPTION>,A blender sitting on a table next to a printer.,
218439,<CAPTION>,A man brushing his teeth while looking at his cell phone.,"person,cell phone"
440617,<CAPTION>,A train traveling down train tracks under power lines.,train
221017,<CAPTION>,A rooster walking along a beach near the ocean.,
291791,<CAPTION>,A green motorcycle parked on top of a lush green field.,motorcycle
235778,<CAPTION>,A boy is holding up a string of colorful kites.,"person,kite"
158548,<CAPTION>,A sheep running across a lush green field.,sheep
493286,<CAPTION>,An antique car is parked in front of an airplane.,"car,airplane"
407518,<CAPTION>,A small bird perched on top of a metal fence.,bird
578545,<CAPTION>,A pregnant woman laying in bed reading a book.,"person,bed,book"
262440,<CAPTION>,"A bathroom with a tub, toilet and sink.","toilet,sink"
451144,<CAPTION>,Two skiers standing on top of a snow covered mountain.,
538364,<CAPTION>,A police officer on a motorcycle stopped at an intersection.,motorcycle
267300,<CAPTION>,A dog laying on a pillow eating food from a plate.,dog
229111,<CAPTION>,A boy holding a Nintendo Wii controller and a lego controller.,person
123131,<CAPTION>,A black semi truck parked in a parking lot.,truck
3501,<CAPTION>,A white bowl filled with rice and vegetables.,bowl
268378,<CAPTION>,A group of people sitting around a table eating food.,person
231097,<CAPTION>,A plate of broccoli and other food on a table.,broccoli
230362,<CAPTION>,A bunch of boats that are sitting in the water.,boat
426297,<CAPTION>,A zebra standing on top of a dirt field.,zebra
290833,<CAPTION>,A baby zebra standing next to an adult zebra.,zebra
262048,<CAPTION>,A couple of people laying on top of a sandy beach under an umbrella.,"person,umbrella"
273493,<CAPTION>,Two men playing tennis on a tennis court.,person
217948,<CAPTION>,Two brown bears standing next to each other near a fence.,bear
489842,<CAPTION>,A group of children posing for a picture with Santa.,person
563603,<CAPTION>,A group of giraffes standing around a tree.,giraffe
64495,<CAPTION>,A parking meter on the side of the street.,parking meter
293858,<CAPTION>,A sandwich and salad on a plate on a table.,sandwich
68628,<CAPTION>,A shirtless man doing a trick on a skateboard.,"person,skateboard"
153669,<CAPTION>,A baseball player holding a bat on top of a field.,
457884,<CAPTION>,A group of young men playing a game of baseball.,person
1000,<CAPTION>,A group of people standing on top of a tennis court.,person
355325,<CAPTION>,A slice of pizza topped with meat next to a glass of wine.,"pizza,wine glass"
243148,<CAPTION>,A child in a green jacket and red pants sitting in the snow.,person
219578,<CAPTION>,A dog and a cat laying on a couch.,"dog,cat,couch"
216419,<CAPTION>,A clock on a pole in front of a brick building.,clock
342186,<CAPTION>,A close up of a pizza on a plate.,pizza
568195,<CAPTION>,A group of people standing around a table cutting a cake.,"person,cake"
294162,<CAPTION>,A white laptop computer sitting next to a mouse.,"laptop,mouse"
159977,<CAPTION>,A giraffe and a zebra standing in a grassy field.,"giraffe,zebra"
28285,<CAPTION>,A clock tower on top of a building.,clock
292005,<CAPTION>,"A bathroom with a shower, toilet and sink.","toilet,sink"
555597,<CAPTION>,A black and white photo of a city street with old cars.,car
112997,<CAPTION>,A person holding a walkie talkie in their hand.,person
565853,<CAPTION>,A man standing in front of a flat screen TV.,"person,tv"
214720,<CAPTION>,A man sitting at a table with a cake in front of him.,"person,cake"
542856,<CAPTION>,A city bus with an advertisement on the side of it.,bus
372466,<CAPTION>,A white mouse sitting next to a laptop computer.,"mouse,laptop"
377497,<CAPTION>,A zebra with a white mane standing in a field.,zebra
342971,<CAPTION>,A man in a green sweater catching a frisbee.,"person,frisbee"
283717,<CAPTION>,A black microwave oven sitting on top of a wooden table.,"microwave,oven"
581062,<CAPTION>,A man riding a skateboard on top of a cement pipe.,"person,skateboard"
175251,<CAPTION>,A shirtless toddler brushing his teeth in the bathroom.,
75393,<CAPTION>,A display case filled with wooden forks and other items.,fork
453708,<CAPTION>,A person carrying a crate full of bananas.,"person,banana"
412894,<CAPTION>,A crowd of people walking down a street next to tall buildings.,person
47740,<CAPTION>,A man laying on the beach with a kite.,"person,kite"
194875,<CAPTION>,A group of motorcycles parked in front of a bar.,motorcycle
123633,<CAPTION>,A woman sitting at a table with two small children.,person
336053,<CAPTION>,Two children sitting at a table with plates of food.,person
464089,<CAPTION>,A baseball player holding a bat next to home plate.,
245173,<CAPTION>,A tall brick tower with a clock on it's side.,clock
312552,<CAPTION>,A woman eating a slice of pizza while holding a plate.,"person,pizza"
243495,<CAPTION>,A white toilet sitting under a counter in a bathroom.,toilet
55002,<CAPTION>,A person standing in front of a stainless steel toilet.,"person,toilet"
11197,<CAPTION>,A couple of people standing on the corner of a street.,person
327890,<CAPTION>,A couple of benches sitting next to each other on a sidewalk.,bench
557258,<CAPTION>,A white toilet with a sticker on it.,toilet
1818,<CAPTION>,A zebra is nursing from its mother in a field.,zebra
110042,<CAPTION>,A sign that is next to a toilet in the grass.,toilet
203294,<CAPTION>,A bus with a cat face painted on the side of it.,"bus,cat"
100238,<CAPTION>,A group of people standing next to each other holding frisbees.,"person,frisbee"
205514,<CAPTION>,A living room with white furniture and a flat screen TV.,tv
149375,<CAPTION>,A man riding a skateboard up the side of a ramp.,"person,skateboard"
341719,<CAPTION>,A group of people skiing down a snow covered slope.,person
127624,<CAPTION>,A view of a city skyline at sunset.,
248112,<CAPTION>,Two people playing tennis on a tennis court.,person
222299,<CAPTION>,The contents of a backpack laid out on a bed.,"backpack,bed"
343937,<CAPTION>,A woman snowboarding down a snow covered slope.,person
418961,<CAPTION>,A clock with golden wings on the sides of it.,clock
125129,<CAPTION>,A man sitting at a table talking on a cell phone.,"person,cell phone"
15079,<CAPTION>,A sandwich on a plate with a knife.,"sandwich,knife"
166391,<CAPTION>,Traffic lights hanging over a street with cars on it.,"traffic light,car"
574702,<CAPTION>,A narrow alleyway with many parked motorcycles and people.,"motorcycle,person"
6614,<CAPTION>,A black and white photo of fruit and peanuts.,
209530,<CAPTION>,A group of people sitting at a table eating pizza.,"person,pizza"
64462,<CAPTION>,A woman on skis posing for a picture.,"person,skis"
246436,<CAPTION>,A man cutting a pizza on top of a pan.,"person,pizza"
215778,<CAPTION>,A laptop computer sitting on top of a wooden desk.,laptop
389451,<CAPTION>,A herd of cattle walking across a sandy beach.,cow
175443,<CAPTION>,A teddy bear hanging from a Christmas tree.,teddy bear
376322,<CAPTION>,A group of people sitting at a table with plates of food.,person
491867,<CAPTION>,A man in a white shirt and green tie.,"person,tie"
31749,<CAPTION>,A painting of a doll and a clock.,clock
191013,<CAPTION>,A large clock on the side of a building.,clock
543043,<CAPTION>,A red car parked in front of a yellow bus.,"car,bus"
504589,<CAPTION>,A man and a woman playing frisbee in the sand.,"person,frisbee"
463690,<CAPTION>,A man laying on the ground with a soccer ball on his foot.,"person,sports ball"
451879,<CAPTION>,A group of men playing a game of baseball.,person
471450,<CAPTION>,Three brown bears in a grassy field.,bear
348216,<CAPTION>,A row of toilets lined up against a wall.,toilet
369370,<CAPTION>,A sandwich cut in half sitting on top of a plate.,sandwich
17436,<CAPTION>,A man sitting on a bench in front of a church.,"person,bench"
507015,<CAPTION>,A group of baseball players standing on top of a field.,
95786,<CAPTION>,A couple of cups that are sitting on a table.,cup
63602,<CAPTION>,A laptop computer sitting on top of a desk.,laptop
4765,<CAPTION>,A man riding a wave on top of a surfboard.,"person,surfboard"
536947,<CAPTION>,A refrigerator sitting outside of a house with a lot of trash on the ground.,refrigerator
414385,<CAPTION>,A man riding a skateboard down the side of a road.,"person,skateboard"
173033,<CAPTION>,A large bear and a baby bear standing on a counter.,bear
349678,<CAPTION>,A clock tower with a flag on top of it.,clock
17207,<CAPTION>,The back end of a bus with foreign writing on it.,bus
563470,<CAPTION>,A woman leaning over a blue bat on a field.,person
435299,<CAPTION>,An orange cat walking across a striped bed.,"orange,cat,bed"
105264,<CAPTION>,A group of people on a beach playing with a cow.,"person,cow"
128476,<CAPTION>,A table topped with lots of cakes covered in frosting.,cake
460841,<CAPTION>,A person holding a bottle of cleaning liquid in front of a cat.,"person,bottle,cat"
215245,<CAPTION>,A herd of zebra standing on top of a grass covered field.,zebra
468925,<CAPTION>,"A plate of food with bananas, eggs, bacon and toast.",banana
724,<CAPTION>,A stop sign on the corner of a street.,stop sign
210502,<CAPTION>,A silver and red train with a striped door.,train
261097,<CAPTION>,A man holding a tennis racquet on a tennis court.,"person,tennis racket"
468577,<CAPTION>,A little girl laying on top of a bed.,"person,bed"
458045,<CAPTION>,A young boy swinging a baseball bat on a field.,"person,baseball bat"
356498,<CAPTION>,A plate of food with broccoli on top of it.,broccoli
288584,<CAPTION>,A group of people standing around a giraffe.,"person,giraffe"
146363,<CAPTION>,A chair and umbrella on a beach near the ocean.,"chair,umbrella"
212072,<CAPTION>,A stop sign on a street corner in front of a building.,stop sign
183127,<CAPTION>,A surfer in a wetsuit riding a wave on a surfboard.,surfboard
556765,<CAPTION>,An elephant walking through a body of water.,elephant
213445,<CAPTION>,A cat sitting in a bowl on top of a table.,"cat,bowl"
547383,<CAPTION>,Two sheep are laying in a grassy field.,sheep
194940,<CAPTION>,Three bowls of vegetables are sitting on a table.,bowl
470952,<CAPTION>,A person on skis standing in the snow.,"person,skis"
311909,<CAPTION>,A white bus parked on the side of a road.,bus
579893,<CAPTION>,A stop sign with two street signs on top of it.,stop sign
404484,<CAPTION>,A woman standing in a living room next to a brown dog.,"person,dog"
106235,<CAPTION>,A living room filled with furniture and a checkered rug.,
160012,<CAPTION>,A woman sitting at a table with two pizzas.,"person,pizza"
54931,<CAPTION>,A woman holding a rope in front of a white horse.,"person,horse"
57149,<CAPTION>,A car and a school bus are stopped at a train crossing.,"car,bus,train"
110721,<CAPTION>,A large jetliner sitting on top of an airport tarmac.,
237071,<CAPTION>,A young man hitting a tennis ball with a tennis racquet.,"person,sports ball,tennis racket"
442836,<CAPTION>,Two men and a boy playing frisbee in a field.,"person,frisbee"
296231,<CAPTION>,"A living room with a television, bookshelf and pictures on the wall.",tv
414170,<CAPTION>,Three people cross country skiing on a trail.,person
267191,<CAPTION>,A man riding on the back of an elephant.,"person,elephant"
329219,<CAPTION>,A man standing in a kitchen next to a brown dog.,"person,dog"
54967,<CAPTION>,A city street filled with lots of traffic next to tall buildings.,
506178,<CAPTION>,A man standing in a living room holding a Nintendo Wii game controller.,person
438774,<CAPTION>,A group of people standing around a kitchen counter.,person
113051,<CAPTION>,A boat is docked in the water under a tunnel.,boat
78404,<CAPTION>,Three women sitting on a bench in a park.,"person,bench"
367569,<CAPTION>,A living room with a piano and a fire place.,
112626,<CAPTION>,A silver suitcase sitting on top of a hard wood floor.,suitcase
545219,<CAPTION>,A group of people standing in front of a bus.,"person,bus"
377393,<CAPTION>,A clock tower in the middle of a plaza near the beach.,clock
32887,<CAPTION>,A man with a backpack and hiking poles crossing a bridge.,"person,backpack"
13348,<CAPTION>,A large jetliner sitting on top of an airport tarmac.,
191288,<CAPTION>,A woman riding a horse over an obstacle.,"person,horse"
338624,<CAPTION>,A man walking a dog down a sidewalk.,"person,dog"
429109,<CAPTION>,A city bus station with several buses and trains.,"bus,train"
376206,<CAPTION>,A man riding a wave on top of a surfboard.,"person,surfboard"
308545,<CAPTION>,A young boy riding on the back of a white horse.,"person,horse"
170893,<CAPTION>,A dog that is sitting on a toilet.,"dog,toilet"
465585,<CAPTION>,A pan filled with broccoli and cheese on top of a table.,broccoli
361586,<CAPTION>,A group of people standing around a ticket counter.,person
485071,<CAPTION>,A man riding a wave on top of a surfboard.,"person,surfboard"
571804,<CAPTION>,A display of porcelain sinks and vases on display.,"sink,vase"
198641,<CAPTION>,A black cat laying on a desk next to a laptop and two computer monitors.,"cat,laptop"
334555,<CAPTION>,A black and white cow standing in the middle of a street.,cow
475678,<CAPTION>,A bunch of suitcases with tags on them are lined up.,suitcase
73946,<CAPTION>,Two men are fighting over a surfboard with a shark on it.,"person,surfboard"
551822,<CAPTION>,A plate of food and a cup of coffee on a table.,cup
577182,<CAPTION>,A bird sitting on top of a wooden bench.,"bird,bench"
336658,<CAPTION>,A city street at night with buses parked on the side of the road.,bus
357567,<CAPTION>,A bathroom with a striped shower curtain and a white toilet.,toilet
61268,<CAPTION>,A train traveling down train tracks under a bridge.,train
202001,<CAPTION>,A woman with a mohawk using a cell phone.,"person,cell phone"
66135,<CAPTION>,A yellow train is parked in a tunnel.,train
177714,<CAPTION>,"A plate of chicken, potatoes and carrots with a fork.","carrot,fork"
548780,<CAPTION>,Two women sitting on a bench in a park.,"person,bench"
67406,<CAPTION>,Two men in a field flying a kite.,"person,kite"
521141,<CAPTION>,A group of people walking down a street next to a no peddling sign.,person
29984,<CAPTION>,A group of people are swimming in the ocean.,person
128748,<CAPTION>,A baseball player standing next to a catcher and an umpire.,
404479,<CAPTION>,A large jetliner sitting on top of an airport runway.,
497628,<CAPTION>,A bed with a canopy and a bench with pillows.,"bed,bench"
131431,<CAPTION>,A large clock on the side of a building.,clock
190140,<CAPTION>,A man and a dog on a boat in the water.,"person,dog,boat"
512476,<CAPTION>,A kitchen sink with a bowl of cereal on the counter.,"sink,bowl"
134886,<CAPTION>,An airplane flying over a field with a car and a group of people.,"airplane,car,person"
91615,<CAPTION>,"A kitchen with a sink, stove, dishwasher and microwave.","sink,microwave"
537964,<CAPTION>,A red fire hydrant in the woods surrounded by leaves.,fire hydrant
179898,<CAPTION>,A boy holding two hot dogs in front of a group of children.,"person,hot dog"
392818,<CAPTION>,A dog wearing a pink and white vest.,dog
177935,<CAPTION>,A white stove top oven sitting inside of a kitchen.,oven
325114,<CAPTION>,A white urinal mounted to a wall next to a red table.,
235857,<CAPTION>,Three cows grazing in a grassy field with trees in the background.,cow
267940,<CAPTION>,A large white boat sitting on top of a body of water.,boat
397279,<CAPTION>,A man standing on a tennis court holding a racquet.,"person,tennis racket"
34873,<CAPTION>,"A kitchen with a sink, counter, cabinets, and a dining table.","sink,dining table"
420472,<CAPTION>,Two giraffes are eating leaves from a tree.,giraffe
91495,<CAPTION>,A baseball player jumping into the air to catch a ball.,
163290,<CAPTION>,A zebra and a giraffe in a fenced in area.,"zebra,giraffe"
107851,<CAPTION>,A group of people riding on the backs of elephants.,"person,elephant"
281759,<CAPTION>,A group of women standing on a street holding umbrellas.,"person,umbrella"
557501,<CAPTION>,A bathroom with two sinks and a trash can.,sink
458768,<CAPTION>,A kitchen with a large center island in the middle of it.,
205542,<CAPTION>,A teddy bear sitting on top of a metal chair.,"teddy bear,chair"
99182,<CAPTION>,A man reading a book in a dark room.,"person,book"
177489,<CAPTION>,A man and a woman sitting at a table eating food.,person
328430,<CAPTION>,A woman hitting a tennis ball with a tennis racquet.,"person,sports ball,tennis racket"
350488,<CAPTION>,A zebra standing next to a body of water eating grass.,zebra
349480,<CAPTION>,A group of teddy bears sitting on top of a table.,teddy bear
101068,<CAPTION>,A young man hitting a baseball with a bat.,person
333237,<CAPTION>,"A bedroom with a bed, desk and chair in it.","bed,chair"
372317,<CAPTION>,A red bus parked on the side of the road.,bus
363875,<CAPTION>,A man riding a motorcycle with boxes on the back.,"person,motorcycle"
82765,<CAPTION>,A laptop computer sitting on top of a bed.,"laptop,bed"
529568,<CAPTION>,A kitchen with a chandelier hanging from the ceiling.,
205776,<CAPTION>,A brown bear laying on top of a hammock.,bear
275749,<CAPTION>,A group of people standing around a table with computers.,person
502732,<CAPTION>,A stainless steel double door refrigerator in a kitchen.,refrigerator
366711,<CAPTION>,A man standing behind a pile of oranges.,"person,orange"
528980,<CAPTION>,A large umbrella sculpture on a pole in the middle of a city.,umbrella
164115,<CAPTION>,A surfboard is propped up on a bike rack.,"surfboard,bicycle"
491213,<CAPTION>,A black motorcycle parked next to a blue mustang.,motorcycle
451155,<CAPTION>,A person sitting on a bed with a laptop.,"person,bed,laptop"
410428,<CAPTION>,A herd of sheep standing on top of a lush green field.,sheep
355677,<CAPTION>,A yellow lifeguard surfboard and sign on a beach.,surfboard
447169,<CAPTION>,"A kitchen with a stove, refrigerator and fish tank.",refrigerator
187144,<CAPTION>,A group of people standing outside of a white bus.,"person,bus"
325347,<CAPTION>,A man is playing tennis on a blue court.,person
454404,<CAPTION>,A girl sitting on a bench looking at her cell phone.,"person,bench,cell phone"
463174,<CAPTION>,A woman hitting a tennis ball with a racquet.,"person,sports ball,tennis racket"
169996,<CAPTION>,Two men on bicycles are riding down the street.,"person,bicycle"
11051,<CAPTION>,A young man in a tuxedo standing next to a young woman.,person
167122,<CAPTION>,A car parked in a parking lot at night.,car
369442,<CAPTION>,A group of people standing around a herd of sheep.,"person,sheep"
506310,<CAPTION>,An open refrigerator sitting inside of a kitchen.,refrigerator
509260,<CAPTION>,A television with an Atari game on the screen.,tv
200421,<CAPTION>,A young boy wearing a birthday hat holding a tennis racquet.,"person,tennis racket"
412887,<CAPTION>,A brown and white cow with its mouth open.,cow
535306,<CAPTION>,A man riding a skateboard up the side of a ramp.,"person,skateboard"
473121,<CAPTION>,A skier is racing down a snowy slope.,
117645,<CAPTION>,A person on a snowboard on a snowy slope.,"person,snowboard"
224093,<CAPTION>,A herd of cattle grazing on a lush green field.,cow
23126,<CAPTION>,A man riding on the back of a brown horse.,"person,horse"
39670,<CAPTION>,A train traveling through a lush green forest.,train
520531,<CAPTION>,A cat sitting on top of a wooden desk.,cat
171382,<CAPTION>,A man doing a trick on a skateboard in the middle of the street.,"person,skateboard"
143556,<CAPTION>,A group of people riding motorcycles on a bridge.,"person,motorcycle"
233238,<CAPTION>,A group of people standing around a table filled with food.,person
379453,<CAPTION>,An airplane is flying in the blue sky.,airplane
449661,<CAPTION>,A woman laying in a hospital bed next to a sink.,"person,bed,sink"
464824,<CAPTION>,A man bending over to open a fire hydrant.,"person,fire hydrant"
50149,<CAPTION>,A bunch of bananas hanging from the ceiling of a store.,banana
300233,<CAPTION>,A table topped with a bowl of rice next to a bottle of olive oil.,"bowl,bottle"
162366,<CAPTION>,A parking meter sitting next to a brick wall.,parking meter
89648,<CAPTION>,A group of people sitting in chairs using their cell phones.,"person,chair,cell phone"
196754,<CAPTION>,A stop sign on a pole next to a street.,stop sign
466125,<CAPTION>,A little girl standing under a pink umbrella.,"person,umbrella"
153011,<CAPTION>,A group of people standing outside of food trucks.,"person,truck"
399560,<CAPTION>,A cat sitting on top of a laptop computer.,"cat,laptop"
296224,<CAPTION>,A white and blue bus driving down a street.,bus
36539,<CAPTION>,A man and a child on a snowboard in the snow.,"person,snowboard"
45728,<CAPTION>,A plate of noodles with a fork and knife.,"fork,knife"
361919,<CAPTION>,A group of people skiing down a snow covered slope.,person
394510,<CAPTION>,A young boy riding a skateboard down a sidewalk.,"person,skateboard"
486438,<CAPTION>,A plate of glazed donuts with chocolate frosting.,donut
515077,<CAPTION>,A woman playing a video game in a room with graffiti.,person
244099,<CAPTION>,A jockey riding a horse in a field.,horse
509735,<CAPTION>,A group of zebras and giraffes drinking water from a watering hole.,"zebra,giraffe"
352584,<CAPTION>,A toilet made out of shiny metal sitting in a room.,toilet
345356,<CAPTION>,Two men sitting at a table with plates of food.,person
307145,<CAPTION>,A kitchen with a center island in the middle of it.,
302030,<CAPTION>,A laptop computer sitting on top of a white desk.,laptop
109976,<CAPTION>,A kitchen with white cabinets and white appliances.,
563882,<CAPTION>,A woman sitting in a chair holding a smart phone.,"person,chair,cell phone"
492284,<CAPTION>,A woman standing next to a black cat on top of a stone wall.,"person,cat"
232649,<CAPTION>,A woman taking a picture of herself in a bathroom mirror.,person
466085,<CAPTION>,A bathroom that is being remodeled with a sink missing.,sink
148620,<CAPTION>,A laptop computer sitting next to a desktop computer.,laptop
142238,<CAPTION>,A group of young men playing a game of rugby.,person
185292,<CAPTION>,A surfer is riding a wave in the ocean.,
375469,<CAPTION>,Two people on surfboards riding a wave in the ocean.,"person,surfboard"
232088,<CAPTION>,A living room with a couch and a television.,"couch,tv"
359781,<CAPTION>,A giraffe is walking in a grassy field.,giraffe
481386,<CAPTION>,A young girl standing in a kitchen preparing food.,person
521956,<CAPTION>,A man holding a tennis racquet on a tennis court.,"person,tennis racket"
166642,<CAPTION>,An elephant standing on top of a pile of rocks.,elephant
522156,<CAPTION>,A white plate topped with a cracker covered in cheese and vegetables.,
422998,<CAPTION>,A person putting toppings on a sandwich on a plate.,"person,sandwich"
397133,<CAPTION>,A man standing in a kitchen preparing food.,person
201676,<CAPTION>,A group of zebras standing in a grassy field.,zebra
416256,<CAPTION>,A cat laying on the floor next to a computer keyboard.,"cat,keyboard"
157365,<CAPTION>,A man riding a skateboard down a street.,"person,skateboard"
119995,<CAPTION>,A man swinging a tennis racquet on a tennis court.,"person,tennis racket"
123321,<CAPTION>,A bowl of soup with broccoli and carrots.,"bowl,broccoli,carrot"
185157,<CAPTION>,A street sign with a yellow light on top of it.,
507081,<CAPTION>,A dark kitchen with a view of a balcony.,
267903,<CAPTION>,A dirty bathroom with a sink and a toilet.,"sink,toilet"
127517,<CAPTION>,A line of surfboards are lined up on the beach.,surfboard
255824,<CAPTION>,A half eaten pastry sitting on a plate.,
22589,<CAPTION>,A couple of sheep standing next to each other.,sheep
474039,<CAPTION>,A baby is laying next to a teddy bear.,teddy bear
168337,<CAPTION>,A woman standing on a sidewalk next to a red fire hydrant.,"person,fire hydrant"
68933,<CAPTION>,Three zebras are grazing in a grassy field.,zebra
336587,<CAPTION>,A stop sign on a wooden pole on the side of a street.,stop sign
438304,<CAPTION>,An ad for Adidas shows a woman hitting a tennis ball.,"person,sports ball"
461573,<CAPTION>,A couple of metal benches sitting next to each other.,bench
356612,<CAPTION>,A herd of black bulls walking down a street.,
